Removed Pin From Net: NetName=COM Pin=J5-1
Removed Pin From Net: NetName=Vin Pin=J5-2
Removed Pin From Net: NetName=COM_ISO Pin=J5-4
Removed Pin From Net: NetName=5V_ISO_1 Pin=J5-6
Removed Pin From Net: NetName=COM Pin=J6-1
Removed Pin From Net: NetName=Vin Pin=J6-2
Removed Pin From Net: NetName=COM_ISO Pin=J6-4
Removed Pin From Net: NetName=5V_ISO_2 Pin=J6-6
Removed Pin From Net: NetName=COM Pin=J7-1
Removed Pin From Net: NetName=Vin Pin=J7-2
Removed Pin From Net: NetName=COM_ISO Pin=J7-4
Removed Pin From Net: NetName=5V_ISO_3 Pin=J7-6
Removed Pin From Net: NetName=COM Pin=J8-1
Removed Pin From Net: NetName=Vin Pin=J8-2
Removed Pin From Net: NetName=COM_ISO Pin=J8-4
Removed Pin From Net: NetName=5V_ISO_4 Pin=J8-6
Removed Pin From Net: NetName=NetIC1_51 Pin=LED2-2
Removed Pin From Net: NetName=NetIC1_52 Pin=LED3-2
Removed Pin From Net: NetName=COM Pin=R11-1
Removed Pin From Net: NetName=COM Pin=R12-1
Removed Pin From Net: NetName=5V_ISO_1 Pin=TP5-1
Removed Pin From Net: NetName=5V_ISO_2 Pin=TP6-1
Removed Pin From Net: NetName=5V_ISO_3 Pin=TP7-1
Removed Pin From Net: NetName=5V_ISO_4 Pin=TP8-1
Removed Member From Class: ClassName=Power Member=J5
Removed Member From Class: ClassName=Power Member=J6
Removed Member From Class: ClassName=Power Member=J7
Removed Member From Class: ClassName=Power Member=J8
Removed Member From Class: ClassName=Power Member=TP5
Change Component Comment : Designator=L2 Old Comment=Inductor New Comment=FERRITE
Change Component Designator: OldDesignator=TP? NewDesignator=TP5
Change component parameters: Designator = "IC3"; Footprint = "SOP254P1031X450-16N"; UniqueID = "\KWWULHPA"
Add component (AddParameter): Name = "ComponentLink9URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink10Description"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink10URL"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink11Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink11URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink12Description"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink12URL"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink13Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink13URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink14Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink14URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink15Description"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink15URL"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink16Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink16URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=C28(CAP 0603/1608)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Digi-Key listing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/C1608X7R1E104K080AA/445-1316-1-ND/567697"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=626892&src-supplier=Verical"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=626892&src-supplier=Verical"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink5Description"; Value = "http://components.arrow.com/part/dataview/0323_00313986?src-supplier=Arrow+Europe"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink5URL"; Value = "http://components.arrow.com/part/dataview/0323_00313986?src-supplier=Arrow+Europe"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink6Description"; Value = "http://www.mouser.com/ds/2/212/KEM_C1002_X7R_SMD-1102033.pdf?src-supplier=Mouser"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink6URL"; Value = "http://www.mouser.com/ds/2/212/KEM_C1002_X7R_SMD-1102033.pdf?src-supplier=Mouser"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink7Description"; Value = "http://www.alliedelec.com/m/d/6f3b5eb83d09db50ed28bdc730567b33.pdf?src-supplier=Allied+Electronics"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink7URL"; Value = "http://www.alliedelec.com/m/d/6f3b5eb83d09db50ed28bdc730567b33.pdf?src-supplier=Allied+Electronics"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink8Description"; Value = "http://components.arrow.com/part/dataview/40911037S8853915N7429?src-supplier=Arrow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink8URL"; Value = "http://components.arrow.com/part/dataview/40911037S8853915N7429?src-supplier=Arrow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink9Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink9URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink10Description"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink10URL"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink11Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink11URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink12Description"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink12URL"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink13Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink13URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink14Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink14URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink15Description"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink15URL"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink16Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink16URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Digi-Key listing"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/C1608X7R1E104K080AA/445-1316-1-ND/567697"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=626892&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=626892&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Farnell"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Farnell"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink5Description"; Value = "http://components.arrow.com/part/dataview/0323_00313986?src-supplier=Arrow+Europe"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink5URL"; Value = "http://components.arrow.com/part/dataview/0323_00313986?src-supplier=Arrow+Europe"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink6Description"; Value = "http://www.mouser.com/ds/2/212/KEM_C1002_X7R_SMD-1102033.pdf?src-supplier=Mouser"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink6URL"; Value = "http://www.mouser.com/ds/2/212/KEM_C1002_X7R_SMD-1102033.pdf?src-supplier=Mouser"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink7Description"; Value = "http://www.alliedelec.com/m/d/6f3b5eb83d09db50ed28bdc730567b33.pdf?src-supplier=Allied+Electronics"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink7URL"; Value = "http://www.alliedelec.com/m/d/6f3b5eb83d09db50ed28bdc730567b33.pdf?src-supplier=Allied+Electronics"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink8Description"; Value = "http://components.arrow.com/part/dataview/40911037S8853915N7429?src-supplier=Arrow"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink8URL"; Value = "http://components.arrow.com/part/dataview/40911037S8853915N7429?src-supplier=Arrow"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink9Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink9URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink10Description"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink10URL"; Value = "http://www.farnell.com/datasheets/1828800.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink11Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink11URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet+Asia"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink12Description"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink12URL"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C104M5RACTU.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink13Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink13URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=110138&src-supplier=Verical"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink14Description"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink14URL"; Value = "http://capacitoredge.kemet.com/capedge2/DataSheet?pn=C0603C104M5RAC7867&src-supplier=Avnet"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink15Description"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink15URL"; Value = "http://www.farnell.com/datasheets/2315113.pdf?src-supplier=Newark"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink16Description"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink16URL"; Value = "http://www.farnell.com/datasheets/2746056.pdf?src-supplier=Element14"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=C29(CAPAE430X550N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Capacitance"; Value = "6.8uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "Radial"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/48693/001280473-da-01-en-wcap-asli-alu-elec-caps-865080642005-48693548.pdf?src-supplier=Conrad"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/48693/001280473-da-01-en-wcap-asli-alu-elec-caps-865080642005-48693548.pdf?src-supplier=Conrad"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "CAP 6.8 UF 20% 50 V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Diameter"; Value = "5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "5.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.217inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Impedance"; Value = "3.8R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Life (Hours)"; Value = "2000Hour"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Wurth Electronics"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "865080642005"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Aluminium"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "105°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Polarity"; Value = "Polar"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 0.20000, 50 = 0.17000, 100 = 0.14800, 250 = 0.13200, 500 = 0.11500 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ripple Current"; Value = "75mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ripple Current (AC)"; Value = "75mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "76"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "732-8450-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "50V"; VariantName = "[No Variations]"
